protein_hash,n_res_metric,contact_ratio,plddt_std
09b910a43c6fa6797262eaf612cb05eb,159,0.7295597484276729,0.09722753802610604
09b911122ffb20f57e360426bf65e5b0,158,0.6329113924050633,0.10267413197122456
09b911144504e4c3ca423d0610567e1f,164,0.07317073170731707,0.05844802857989802
09b91153ae23c2fe471c367b714e47fe,161,0.6211180124223602,0.20032016308553724
09b912160ef8df7cc185998c62f685f2,160,0.5,0.19450539117054805
09b9122ce9b9bd3aa57af74196604450,161,0.453416149068323,0.2279947939126249
09b91238450bd2d42d5b715f21520d46,158,0.8227848101265823,0.1007769121550097
09b912606bd658c3defb223494d6b99a,160,0.6875,0.16959481119194375
09b912e9daa3c9316092d3c64de227f3,164,0.5548780487804879,0.0647828902546977
09b913de9222e941cbd5b44435564bd4,163,0.7177914110429447,0.08713227431160453
09b916bf2e231dab68982a9c3dbf8be7,159,0.03773584905660377,0.1540211690146394
09b917b023bac3b1433ef832bc95cdd5,158,0.6645569620253164,0.10617274961081904
09b9181972201af7f79c444cbcf4ccb1,162,0.030864197530864196,0.08917787430493876
09b9187fbee987657d0b49fe7a4c24e8,163,0.6012269938650306,0.1086300650596257
09b918818fb2839f1f73c7cc717e0c8c,163,0.7300613496932515,0.1278528758656816
09b919e20cd072c4a19767c669197e60,161,0.7763975155279503,0.05061661336718522
09b91a1dd3ce82b63ab2e49185dd8504,164,0.6097560975609756,0.09623584609233204
09b91ae2c5dbfeb87663a51afa35f79c,159,0.8553459119496856,0.12772487859732315
09b91cac02db9134f4b3845b2045a8b5,159,0.6226415094339622,0.1893277818907064
09b91d7960223a4903d06122b50d7818,164,0.03048780487804878,0.1093379583162872
09b91d9d9e07db81feb473296aea5986,163,0.6134969325153374,0.0668327454196234
09b91dc6e2f797a30cdd36001efd3cf5,162,0.3148148148148148,0.08526768052229072
09b91e539dcb3dbde50740e91dbbc756,161,0.6956521739130435,0.22560144191669895
09b91fce3522ad424c6c2e68cd460241,162,0.7345679012345679,0.13206600752904124
09b92312fe0c42f752cbb15167cd2ef3,163,0.7730061349693251,0.055311227031686595
09b923143d5af1ee3d708ebd34fd35ff,161,0.7018633540372671,0.10121515370834032
09b9236a9a638593cdc68fb124a931d5,161,0.6894409937888198,0.07460705160786468
09b923c611d30ae96f35c885dba96386,161,0.7515527950310559,0.05748914367105374
09b92424a72a53fb8e2aebc4d066931e,159,0.6666666666666666,0.13304929522270426
09b925a84853a0c6708071c02a4d5275,159,0.5974842767295597,0.10571658765391274
09b926142114b9ead8e135df48db8ae6,163,0.803680981595092,0.1243176126254892
09b92654d48af40120bb2f78f0981e28,163,0.6503067484662577,0.12282220538736695
09b9266d4a186b854b23a4469ffcc0c3,160,0.5,0.0738413679538
09b926837a997673e5f58cec7d4ad0f4,161,0.40372670807453415,0.1879422166458855
09b926fe3eb83bcf27e7f2e16132e3f7,160,0.76875,0.05068238190339599
09b927ae3b20565d9994f0c898c1628f,161,0.6956521739130435,0.14487574018409408
09b92936e9d44384308b21cab52f9bf0,158,0.4240506329113924,0.11595761842878818
09b9297ba45a26d294ef1def979e807d,160,0.6125,0.15984317621048402
09b92b5f5e67c05af0b6f9436a44334c,163,0.0,0.1464679013694874
09b92bc0234350d312007d4965c0dc7e,161,0.7888198757763976,0.15528623362801902
09b92bc7d9aebecceca5879ba6049f30,160,0.7875,0.10664405088480615
09b92d314d979a5ce74fa308afe28f4e,159,0.37735849056603776,0.17662174917207868
09b92d4169cdf502899e0f7662ae0b26,163,0.7239263803680982,0.15214435443895216
09b92d72055428999659aa302a607fb1,162,0.5246913580246914,0.1780714815366903
09b92da4142e0935bf02549c63558a6b,159,0.39622641509433965,0.2114046971186835
09b92dde1ae951a2a72971598025060e,158,0.25949367088607594,0.14378816439433315
09b92e1c221381b273336323ced241b7,162,0.6604938271604939,0.11692491243295865
09b92edb95c58961671ea058957c74f6,158,0.44936708860759494,0.06123961627379466
09b93097535d89738311334934b87199,162,0.5370370370370371,0.22293023930286107
09b930bceffa6f18264590b075aa0e04,164,0.43902439024390244,0.13241781765874958
09b9314d312b0b87da63befb573d4775,160,0.54375,0.1222037376454236
09b93492707e0d58bd0a0843f0e2d4f3,163,0.43558282208588955,0.1827638088890239
09b934ba7fcbb579e544ed6a309c6228,162,0.35185185185185186,0.159369670037628
09b935a89059484b0e7c7d2687088380,164,0.06097560975609756,0.07629268071659435
09b935fbb2588092ba849039971003e0,163,0.4110429447852761,0.08825454054799317
09b93601828fcc0924f8ef1eb0fef6b5,163,0.3619631901840491,0.19277090875143524
09b937275092be8493e78a7429de439f,163,0.0,0.10331208968790712
09b937b6520e8157f9ea2191907be8cd,159,0.09433962264150944,0.1656947753054536
136a82c8c079c022ddcc8b85dd9738bb,304,0.4473684210526316,0.17099720340892216
136a82f1b6d04575ac5a3a656616a5d4,311,0.6109324758842444,0.16883279994265796
136a8346b487870411682eee9c62e10e,316,0.680379746835443,0.13440346844433904
136a83ce85facbc1a4d6a6bdc3ec838f,309,0.8187702265372169,0.04193495946068424
136a844ee7417e47ccb69d89422dbc6f,317,0.8201892744479495,0.1236349523260531
136a8542d63a6278ef4bd9d01da6a2de,305,0.7508196721311475,0.07544539082303238
136a85f967fd9a48bedc39b706fcdb8f,305,0.8032786885245902,0.11253288125879633
136a868b5d9ae875069c179d8dcb9255,305,0.7475409836065574,0.17305903904156894
136a869f90a186df27d6adf8c2c7de55,319,0.3448275862068966,0.06552120085892059
136a873d600edc7baaabc57eeaceb134,313,0.7731629392971247,0.09396811085772357
136a8971cbff8adf65ada49096e07f64,312,0.7019230769230769,0.16686623565403327
136a8bc52fa1f2b08c5042202256a997,319,0.5642633228840125,0.2963018131844501
136a8dc2b7072fd3c33c07f08c117f7a,311,0.5466237942122186,0.14365308431714113
136a8e140a3f227cff536fa30595d426,309,0.8543689320388349,0.0741595757352862
136a8eae56311102d1ae1c4a7f80313d,311,0.4405144694533762,0.22580367763196765
136a8fd59ea4e64f993ff509c7773e1f,314,0.8089171974522293,0.08606127351329797
136a8fd7657ff3b91187c342fece5599,314,0.7197452229299363,0.12725700256526196
136a90946ec5815edc4f20d64195e27e,317,0.7665615141955836,0.1937898001455475
136a91f1c26e5cb7704326f217be2b09,311,0.8102893890675241,0.15209032127581043
136a93e0ceebddb9ca263923ca915891,313,0.8498402555910544,0.1567850219020956
136a94db36f7ead61176382eaac342b6,317,0.1167192429022082,0.1590959529770056
136a95601de1372c0b6366f60e3a7ead,307,0.6547231270358306,0.22407475012972503
136a95d604431b8c4f4d4dc1837a72f0,310,0.8387096774193549,0.0891257908293122
136a95f9cad7ee73c2637a626a041910,306,0.7352941176470589,0.20744939176224955
136a964ee6a3f50dec04fe0c165b8730,304,0.8519736842105263,0.0718290286972422
136a96747ed499e2f17c60c745a5f5a5,313,0.7284345047923323,0.18548649326930408
136a971d62df807929e45d7863a40fd8,308,0.32792207792207795,0.15770541460164905
136a97edb533a52eb4c63cb24801af36,316,0.8322784810126582,0.09857361169545
136a983178149922827266f2280f39d7,318,0.7044025157232704,0.12131813831244187
136a99140cc5d2a0fd69c749f40f9150,309,0.5663430420711975,0.17898671789018872
136a99885f5b6f1f323c286eb5adb7a2,315,0.580952380952381,0.14010125185878886
